urn,name,la_name,type,phase,gender,status,admissions_policy,religious_character,easting,northing,lineage,lineage_open_date,grade_2020,grade_2020_published,grade_2020_urn,comparator_urns,comparator_names,comparator_dist_m,comparator_grades,comparator_median,first_fail,all_fails,research_candidate
102244,Salvatorian Roman Catholic College,Harrow,Voluntary aided school,Secondary,Boys,Closed,Non-selective,Roman Catholic,515128.0,190321.0,102244,1677-09-21,,,,138458;146245;141071,Salvatorian Roman Catholic College;The Sacred Heart Language College;Whitefriars School,0;211;254,2;1;1,1.0,C1: type Voluntary aided school; closed 2012-07-31,"C1: type Voluntary aided school; closed 2012-07-31 | C2 (GIAS): Non-selective, religious character Roman Catholic | C3: no grade in force on 2020-01-01",False
138458,Salvatorian Roman Catholic College,Harrow,Academy converter,Secondary,Boys,Open,Non-selective,Roman Catholic,515128.0,190321.0,138458 < 102244,1677-09-21,2.0,2017-02-27,138458,146245;141071;137204,The Sacred Heart Language College;Whitefriars School;Hatch End High School,211;254;1361,1;1;2,1.0,"C2 (GIAS): Non-selective, religious character Roman Catholic","C2 (GIAS): Non-selective, religious character Roman Catholic | C3: grade 2 not better than comparator median 1.0",False
126915,St Dominic's Sixth Form College,Harrow,Voluntary aided school,Secondary,,Closed,,None,,,126915,1677-09-21,,,,,,,,,C1: type Voluntary aided school; closed 1993-03-31; no coordinates,C1: type Voluntary aided school; closed 1993-03-31; no coordinates,False
102243,The Sacred Heart Language College,Harrow,Voluntary aided school,Secondary,Girls,Closed,Non-selective,Roman Catholic,515333.0,190273.0,102243,1677-09-21,1.0,2014-03-28,102243,146245;138458;141071,The Sacred Heart Language College;Salvatorian Roman Catholic College;Whitefriars School,0;211;356,1;2;1,1.0,C1: type Voluntary aided school; closed 2019-04-30,"C1: type Voluntary aided school; closed 2019-04-30 | C2 (GIAS): Non-selective, religious character Roman Catholic | C3: grade 1 not better than comparator median 1.0",False
146245,The Sacred Heart Language College,Harrow,Academy converter,Secondary,Girls,Open,Non-selective,Roman Catholic,515333.0,190273.0,146245 < 102243,1677-09-21,1.0,2014-03-28,102243,138458;141071;137204,Salvatorian Roman Catholic College;Whitefriars School;Hatch End High School,211;356;1565,2;1;2,2.0,"C2 (GIAS): Non-selective, religious character Roman Catholic","C2 (GIAS): Non-selective, religious character Roman Catholic",False
136663,Abbs Cross Academy and Arts College,Havering,Academy converter,Secondary,Mixed,Open,Non-selective,None,553190.0,186128.0,136663 < 102352,1677-09-21,2.0,2017-10-17,136663,146309;143946;138326,Sanders Draper;Hornchurch High School;The Frances Bardsley Academy for Girls,599;805;2306,3;2;2,2.0,C3: grade 2 not better than comparator median 2.0,C3: grade 2 not better than comparator median 2.0,False
102352,Abbs Cross School and Arts College,Havering,Foundation school,Secondary,Mixed,Closed,Non-selective,None,553190.0,186128.0,102352,1677-09-21,,,,136663;146309;143946,Abbs Cross Academy and Arts College;Sanders Draper;Hornchurch High School,0;599;805,2;3;2,2.0,C1: closed 2011-03-31,C1: closed 2011-03-31 | C3: no grade in force on 2020-01-01,False
139307,Bower Park Academy,Havering,Academy converter,Secondary,Mixed,Open,Non-selective,Does not apply,551141.0,191853.0,139307 < 102348,1677-09-21,2.0,2018-05-04,139307,144094;143877;138326,Marshalls Park Academy;The Royal Liberty School;The Frances Bardsley Academy for Girls,1687;2967;3777,3;2;2,2.0,C3: grade 2 not better than comparator median 2.0,C3: grade 2 not better than comparator median 2.0,False
102348,Bower Park School,Havering,Community school,Secondary,Mixed,Closed,Non-selective,Does not apply,551141.0,191853.0,102348,1677-09-21,,,,139307;144094;143877,Bower Park Academy;Marshalls Park Academy;The Royal Liberty School,0;1687;2967,2;3;2,2.0,C1: closed 2013-01-31,C1: closed 2013-01-31 | C3: no grade in force on 2020-01-01,False
102339,Brittons School and Technology College,Havering,Foundation school,Secondary,Mixed,Closed,Non-selective,None,551859.0,184206.0,102339,1677-09-21,,,,136576;136028;136663,The Brittons Academy;Dagenham Park CofE School;Abbs Cross Academy and Arts College,0;2253;2338,4;2;2,2.0,C1: closed 2011-03-31,C1: closed 2011-03-31 | C3: no grade in force on 2020-01-01,False
126926,Chase Cross School,Havering,Community school,Secondary,Mixed,Closed,Non-selective,Does not apply,551141.0,191853.0,126926,1677-09-21,,,,139307;144094;143877,Bower Park Academy;Marshalls Park Academy;The Royal Liberty School,0;1687;2967,2;3;2,2.0,C1: closed 1990-08-31,C1: closed 1990-08-31 | C3: no grade in force on 2020-01-01,False
136090,Drapers' Academy,Havering,Academy sponsor led,Secondary,Mixed,Open,Non-selective,Does not apply,555206.0,192457.0,136090 < 102347,1677-09-21,3.0,2017-12-07,136090,137396;137040;143877,Redden Court School;The Campion School;The Royal Liberty School,2628;3100;3379,2;2;2,2.0,C3: grade 3 not better than comparator median 2.0,C3: grade 3 not better than comparator median 2.0,False
126924,Dury Falls School,Havering,Community school,Secondary,Mixed,Closed,Non-selective,Does not apply,554857.0,186979.0,126924,1677-09-21,,,,137233;137414;146309,Sacred Heart of Mary Girls' School;Emerson Park Academy;Sanders Draper,856;1250;1703,1;2;3,2.0,C1: closed 1989-08-31,C1: closed 1989-08-31 | C3: no grade in force on 2020-01-01,False
137414,Emerson Park Academy,Havering,Academy converter,Secondary,Mixed,Open,Non-selective,Does not apply,555559.0,188013.0,137414 < 102340,1677-09-21,2.0,2011-11-29,137414,137233;137197;137040,Sacred Heart of Mary Girls' School;Hall Mead School;The Campion School,1411;1419;1613,1;1;2,1.0,C3: grade 2 not better than comparator median 1.0,C3: grade 2 not better than comparator median 1.0,False
102340,Emerson Park School,Havering,Community school,Secondary,Mixed,Closed,Non-selective,Does not apply,555559.0,188013.0,102340,1677-09-21,3.0,2009-06-24,102340,137414;137233;137197,Emerson Park Academy;Sacred Heart of Mary Girls' School;Hall Mead School,0;1411;1419,2;1;1,1.0,C1: closed 2011-08-31,C1: closed 2011-08-31 | C3: grade 3 not better than comparator median 1.0,False
126925,Forest Lodge School,Havering,Community school,Secondary,Mixed,Closed,Non-selective,Does not apply,549289.0,191781.0,126925,1677-09-21,,,,139307;144094;137692,Bower Park Academy;Marshalls Park Academy;Forest Academy,1853;2652;2755,2;3;2,2.0,C1: closed 1990-08-31,C1: closed 1990-08-31 | C3: no grade in force on 2020-01-01,False
102344,Gaynes School,Havering,Community school,Secondary,Mixed,Closed,Non-selective,Does not apply,556274.0,185453.0,102344,1677-09-21,4.0,2018-04-23,102344,144095;136600;137233,Gaynes School;The Coopers' Company and Coborn School;Sacred Heart of Mary Girls' School,0;1233;1320,4;2;1,2.0,C1: closed 2018-06-30,C1: closed 2018-06-30 | C3: grade 4 not better than comparator median 2.0,False
144095,Gaynes School,Havering,Academy sponsor led,Secondary,Mixed,Open,Non-selective,Does not apply,556274.0,185453.0,144095 < 102344,1677-09-21,4.0,2018-04-23,102344,136600;137233;137197,The Coopers' Company and Coborn School;Sacred Heart of Mary Girls' School;Hall Mead School,1233;1320;2091,2;1;1,1.0,C3: grade 4 not better than comparator median 1.0,C3: grade 4 not better than comparator median 1.0,False
102337,Hall Mead School,Havering,Foundation school,Secondary,Mixed,Closed,Non-selective,None,556865.0,187459.0,102337,1677-09-21,2.0,2008-04-17,102337,137197;136600;137414,Hall Mead School;The Coopers' Company and Coborn School;Emerson Park Academy,0;888;1419,1;2;2,2.0,C1: closed 2011-07-31,C1: closed 2011-07-31 | C3: grade 2 not better than comparator median 2.0,False
126927,Havering Sixth Form College,Havering,Voluntary aided school,Secondary,,Closed,,None,,,126927,1677-09-21,,,,,,,,,C1: type Voluntary aided school; closed 1993-03-31; no coordinates,C1: type Voluntary aided school; closed 1993-03-31; no coordinates,False
143946,Hornchurch High School,Havering,Academy converter,Secondary,Mixed,Open,,None,552646.0,186721.0,143946 < 137189 < 102346,1677-09-21,2.0,2019-03-04,143946,136663;146309;138326,Abbs Cross Academy and Arts College;Sanders Draper;The Frances Bardsley Academy for Girls,805;1399;1611,2;3;2,2.0,C3: grade 2 not better than comparator median 2.0,C3: grade 2 not better than comparator median 2.0,False
102347,King's Wood School,Havering,Community school,Secondary,Mixed,Closed,Non-selective,Does not apply,555153.0,192680.0,102347,1677-09-21,,,,136090;137396;137040,Drapers' Academy;Redden Court School;The Campion School,229;2839;3314,3;2;2,2.0,C1: closed 2010-08-31,C1: closed 2010-08-31 | C3: no grade in force on 2020-01-01,False
144094,Marshalls Park Academy,Havering,Academy converter,Secondary,Mixed,Open,Non-selective,Does not apply,551408.0,190187.0,144094 < 102345,1677-09-21,3.0,2016-04-28,102345,139307;143877;138326,Bower Park Academy;The Royal Liberty School;The Frances Bardsley Academy for Girls,1687;1861;2154,2;2;2,2.0,C3: grade 3 not better than comparator median 2.0,C3: grade 3 not better than comparator median 2.0,False
102345,Marshalls Park School,Havering,Foundation school,Secondary,Mixed,Closed,Non-selective,Does not apply,551408.0,190187.0,102345,1677-09-21,3.0,2016-04-28,102345,144094;139307;143877,Marshalls Park Academy;Bower Park Academy;The Royal Liberty School,0;1687;1861,3;2;2,2.0,C1: closed 2017-03-31,C1: closed 2017-03-31 | C3: grade 3 not better than comparator median 2.0,False
102338,Redden Court School,Havering,Community school,Secondary,Mixed,Closed,Non-selective,Does not apply,554725.0,189873.0,102338,1677-09-21,3.0,2009-02-02,102338,137396;137040;143877,Redden Court School;The Campion School;The Royal Liberty School,0;479;1520,2;2;2,2.0,C1: closed 2011-08-31,C1: closed 2011-08-31 | C3: grade 3 not better than comparator median 2.0,False
137396,Redden Court School,Havering,Academy converter,Secondary,Mixed,Open,Non-selective,Does not apply,554725.0,189873.0,137396 < 102338,1677-09-21,2.0,2011-11-29,137396,137040;143877;137414,The Campion School;The Royal Liberty School;Emerson Park Academy,479;1520;2038,2;2;2,2.0,C3: grade 2 not better than comparator median 2.0,C3: grade 2 not better than comparator median 2.0,False
102354,Sacred Heart of Mary Girls' School,Havering,Voluntary aided school,Secondary,Girls,Closed,Non-selective,Roman Catholic,555627.0,186604.0,102354,1677-09-21,1.0,2009-05-21,102354,137233;136600;144095,Sacred Heart of Mary Girls' School;The Coopers' Company and Coborn School;Gaynes School,0;1159;1320,1;2;4,2.0,C1: type Voluntary aided school; closed 2011-07-31,"C1: type Voluntary aided school; closed 2011-07-31 | C2 (GIAS): Non-selective, religious character Roman Catholic",False
137233,Sacred Heart of Mary Girls' School,Havering,Academy converter,Secondary,Girls,Open,Non-selective,Roman Catholic,555627.0,186604.0,137233 < 102354,1677-09-21,1.0,2013-12-13,137233,136600;144095;137414,The Coopers' Company and Coborn School;Gaynes School;Emerson Park Academy,1159;1320;1411,2;4;2,2.0,"C2 (GIAS): Non-selective, religious character Roman Catholic","C2 (GIAS): Non-selective, religious character Roman Catholic",False
146309,Sanders Draper,Havering,Academy sponsor led,Secondary,Mixed,Open,Non-selective,None,553665.0,185763.0,146309 < 102341,1900-01-01,3.0,2017-04-20,102341,136663;143946;137233,Abbs Cross Academy and Arts College;Hornchurch High School;Sacred Heart of Mary Girls' School,599;1399;2135,2;2;1,2.0,C3: grade 3 not better than comparator median 2.0,C3: grade 3 not better than comparator median 2.0,False
102341,Sanders School,Havering,Foundation school,Secondary,Mixed,Closed,Non-selective,None,553667.0,185762.0,102341,1900-01-01,3.0,2017-04-20,102341,146309;136663;143946,Sanders Draper;Abbs Cross Academy and Arts College;Hornchurch High School,2;601;1401,3;2;2,2.0,C1: closed 2018-08-31,C1: closed 2018-08-31 | C3: grade 3 not better than comparator median 2.0,False
128911,St Cedd's RC School,Havering,Voluntary aided school,Secondary,Boys,Closed,Non-selective,None,557971.0,180776.0,128911,1677-09-21,,,,147537;135960;137549,Harris Academy Ockendon;Ormiston Park Academy;Harris Academy Chafford Hundred,1106;1403;2727,4;2;1,2.0,C1: type Voluntary aided school; closed 1989-08-31,C1: type Voluntary aided school; closed 1989-08-31 | C3: no grade in force on 2020-01-01,False
145944,St Edward's Church of England Academy,Havering,Academy sponsor led,Secondary,Mixed,Open,,Church of England,549392.0,188178.0,145944 < 137145 < 102349,1677-09-21,4.0,2018-04-24,137145,141178;101245;101247,The Warren School;Robert Clack School;All Saints Catholic School and Technology College,1015;1113;1128,2;2;2,2.0,"C2 (GIAS): , religious character Church of England","C2 (GIAS): , religious character Church of England | C3: grade 4 not better than comparator median 2.0",False
102349,St Edward's Church of England School & Sixth Form College,Havering,Voluntary aided school,Secondary,Mixed,Closed,Non-selective,Church of England,549396.0,188164.0,102349,1677-09-21,,,,145944;141178;101245,St Edward's Church of England Academy;The Warren School;Robert Clack School,15;1025;1099,4;2;2,2.0,C1: type Voluntary aided school; closed 2011-07-31,"C1: type Voluntary aided school; closed 2011-07-31 | C2 (GIAS): Non-selective, religious character Church of England | C3: no grade in force on 2020-01-01",False
137145,St Edward's Church of England School & Sixth Form College,Havering,Academy converter,Secondary,Mixed,Closed,Non-selective,Church of England,549396.0,188164.0,137145 < 102349,1677-09-21,4.0,2018-04-24,137145,145944;141178;101245,St Edward's Church of England Academy;The Warren School;Robert Clack School,15;1025;1099,4;2;2,2.0,C1: closed 2018-03-31,"C1: closed 2018-03-31 | C2 (GIAS): Non-selective, religious character Church of England | C3: grade 4 not better than comparator median 2.0",False
137189,The Albany School,Havering,Academy converter,Secondary,Mixed,Closed,Non-selective,None,552646.0,186721.0,137189 < 102346,1677-09-21,3.0,2015-03-18,137189,143946;136663;146309,Hornchurch High School;Abbs Cross Academy and Arts College;Sanders Draper,0;805;1399,2;2;3,2.0,C1: closed 2016-11-30,C1: closed 2016-11-30 | C3: grade 3 not better than comparator median 2.0,False
102346,"The Albany, A Business and Enterprise College",Havering,Foundation school,Secondary,Mixed,Closed,Non-selective,None,552646.0,186721.0,102346,1677-09-21,,,,143946;136663;146309,Hornchurch High School;Abbs Cross Academy and Arts College;Sanders Draper,0;805;1399,2;2;3,2.0,C1: closed 2011-07-31,C1: closed 2011-07-31 | C3: no grade in force on 2020-01-01,False
136576,The Brittons Academy,Havering,Academy converter,Secondary,Mixed,Open,Non-selective,None,551859.0,184206.0,136576 < 102339,1677-09-21,4.0,2019-11-03,136576,136028;136663;146309,Dagenham Park CofE School;Abbs Cross Academy and Arts College;Sanders Draper,2253;2338;2385,2;2;3,2.0,C3: grade 4 not better than comparator median 2.0,C3: grade 4 not better than comparator median 2.0,False
102350,The Campion School,Havering,Voluntary aided school,Secondary,Boys,Closed,Non-selective,Roman Catholic,554726.0,189394.0,102350,1677-09-21,2.0,2007-03-06,102350,137040;137396;143877,The Campion School;Redden Court School;The Royal Liberty School,0;479;1551,2;2;2,2.0,C1: type Voluntary aided school; closed 2011-07-31,"C1: type Voluntary aided school; closed 2011-07-31 | C2 (GIAS): Non-selective, religious character Roman Catholic | C3: grade 2 not better than comparator median 2.0",False
137040,The Campion School,Havering,Academy converter,Secondary,Boys,Open,Non-selective,Roman Catholic,554726.0,189394.0,137040 < 102350,1677-09-21,2.0,2012-06-18,137040,137396;143877;137414,Redden Court School;The Royal Liberty School;Emerson Park Academy,479;1551;1613,2;2;2,2.0,"C2 (GIAS): Non-selective, religious character Roman Catholic","C2 (GIAS): Non-selective, religious character Roman Catholic | C3: grade 2 not better than comparator median 2.0",False
102342,"The Chafford School, A Specialist Business and Enterprise College",Havering,Foundation school,Secondary,Mixed,Closed,Non-selective,None,553087.0,181922.0,102342,1677-09-21,,,,143428;136576;135960,Harris Academy Rainham;The Brittons Academy;Ormiston Park Academy,3;2593;3635,2;4;2,2.0,C1: closed 2013-10-31,C1: closed 2013-10-31 | C3: no grade in force on 2020-01-01,False
140300,"The Chafford School, A Specialist Business and Enterprise College",Havering,Academy converter,Secondary,Mixed,Closed,Non-selective,None,553087.0,181922.0,140300 < 102342,1677-09-21,3.0,2015-07-14,140300,143428;136576;135960,Harris Academy Rainham;The Brittons Academy;Ormiston Park Academy,3;2593;3635,2;4;2,2.0,C1: closed 2016-08-31,C1: closed 2016-08-31 | C3: grade 3 not better than comparator median 2.0,False
102353,The Coopers' Company and Coborn School,Havering,Voluntary aided school,Secondary,Mixed,Closed,Non-selective,Christian,556786.0,186575.0,102353,1677-09-21,2.0,2008-03-19,102353,136600;137197;137233,The Coopers' Company and Coborn School;Hall Mead School;Sacred Heart of Mary Girls' School,0;888;1159,2;1;1,1.0,C1: type Voluntary aided school; closed 2011-03-31,"C1: type Voluntary aided school; closed 2011-03-31 | C2 (GIAS): Non-selective, religious character Christian | C3: grade 2 not better than comparator median 1.0",False
136600,The Coopers' Company and Coborn School,Havering,Academy converter,Secondary,Mixed,Open,Non-selective,Christian,556786.0,186575.0,136600 < 102353,1677-09-21,2.0,2013-04-18,136600,137197;137233;144095,Hall Mead School;Sacred Heart of Mary Girls' School;Gaynes School,888;1159;1233,1;1;4,1.0,"C2 (GIAS): Non-selective, religious character Christian","C2 (GIAS): Non-selective, religious character Christian | C3: grade 2 not better than comparator median 1.0",False
138326,The Frances Bardsley Academy for Girls,Havering,Academy converter,Secondary,Girls,Open,Non-selective,None,552491.0,188325.0,138326 < 102351,1677-09-21,2.0,2011-11-07,102351,143877;143946;144094,The Royal Liberty School;Hornchurch High School;Marshalls Park Academy,1578;1611;2154,2;2;3,2.0,C3: grade 2 not better than comparator median 2.0,C3: grade 2 not better than comparator median 2.0,False
102351,The Frances Bardsley School for Girls,Havering,Foundation school,Secondary,Girls,Closed,Non-selective,None,552491.0,188325.0,102351,1677-09-21,2.0,2011-11-07,102351,138326;143877;143946,The Frances Bardsley Academy for Girls;The Royal Liberty School;Hornchurch High School,0;1578;1611,2;2;2,2.0,C1: closed 2012-06-30,C1: closed 2012-06-30 | C3: grade 2 not better than comparator median 2.0,False
102343,The Royal Liberty School,Havering,Foundation school,Secondary,Boys,Closed,Non-selective,None,553212.0,189729.0,102343,1677-09-21,2.0,2013-06-10,102343,143877;137396;137040,The Royal Liberty School;Redden Court School;The Campion School,0;1520;1551,2;2;2,2.0,C1: closed 2017-01-31,C1: closed 2017-01-31 | C3: grade 2 not better than comparator median 2.0,False
143877,The Royal Liberty School,Havering,Academy converter,Secondary,Boys,Open,Non-selective,None,553212.0,189729.0,143877 < 102343,1677-09-21,2.0,2013-06-10,102343,137396;137040;138326,Redden Court School;The Campion School;The Frances Bardsley Academy for Girls,1520;1551;1578,2;2;2,2.0,C3: grade 2 not better than comparator median 2.0,C3: grade 2 not better than comparator median 2.0,False
131639,Barnhill Community High School,Hillingdon,Foundation school,Secondary,Mixed,Closed,Non-selective,None,511160.0,182493.0,131639,1999-09-01,2.0,2008-10-07,131639,137844;134369;101940,Barnhill Community High School;Alec Reed Academy;Greenford High School,0;1847;2024,2;2;1,2.0,C1: closed 2012-01-31,C1: closed 2012-01-31 | C3: grade 2 not better than comparator median 2.0,False
137844,Barnhill Community High School,Hillingdon,Academy converter,Secondary,Mixed,Open,Non-selective,None,511160.0,182493.0,137844 < 131639,1999-09-01,2.0,2012-03-22,137844,134369;101940;137077,Alec Reed Academy;Greenford High School;Rosedale College,1847;2024;2401,2;1;2,2.0,C3: grade 2 not better than comparator median 2.0,C3: grade 2 not better than comparator median 2.0,False
126936,Barnhill School,Hillingdon,Community school,Secondary,Mixed,Closed,Non-selective,Does not apply,510732.0,182682.0,126936,1677-09-21,,,,137844;134369;137077,Barnhill Community High School;Alec Reed Academy;Rosedale College,468;2005;2159,2;2;2,2.0,C1: closed 1993-08-31,C1: closed 1993-08-31 | C3: no grade in force on 2020-01-01,False
137407,Bishop Ramsey Church of England School,Hillingdon,Academy converter,Secondary,Mixed,Open,Non-selective,Church of England,510324.0,187865.0,137407 < 102429,1677-09-21,1.0,2006-11-28,102429,142864;140748;136519,Pinner High School;Ruislip High School;Haydon School,1488;1568;1815,1;1;1,1.0,"C2 (GIAS): Non-selective, religious character Church of England","C2 (GIAS): Non-selective, religious character Church of England | C3: grade 1 not better than comparator median 1.0",False
102429,Bishop Ramsey CofE Voluntary Aided Secondary School,Hillingdon,Voluntary aided school,Secondary,Mixed,Closed,Non-selective,Church of England,510324.0,187865.0,102429,1677-09-21,1.0,2006-11-28,102429,137407;142864;140748,Bishop Ramsey Church of England School;Pinner High School;Ruislip High School,0;1488;1568,1;1;1,1.0,C1: type Voluntary aided school; closed 2011-08-31,"C1: type Voluntary aided school; closed 2011-08-31 | C2 (GIAS): Non-selective, religious character Church of England | C3: grade 1 not better than comparator median 1.0",False
102440,Bishopshalt School,Hillingdon,Foundation school,Secondary,Mixed,Closed,Non-selective,None,506940.0,182635.0,102440,1677-09-21,3.0,2009-02-25,102440,137633;102449;136768,Bishopshalt School;Oak Wood School;Uxbridge High School,0;1034;1039,2;3;2,2.0,C1: closed 2011-10-31,C1: closed 2011-10-31 | C3: grade 3 not better than comparator median 2.0,False
137633,Bishopshalt School,Hillingdon,Academy converter,Secondary,Mixed,Open,Non-selective,None,506940.0,182635.0,137633 < 102440,1677-09-21,2.0,2012-03-06,137633,102449;136768;136631,Oak Wood School;Uxbridge High School;Swakeleys School for Girls,1034;1039;1145,3;2;1,2.0,C3: grade 2 not better than comparator median 2.0,C3: grade 2 not better than comparator median 2.0,False
141035,De Salis Studio College,Hillingdon,Studio schools,Secondary,Mixed,Open,,Does not apply,508346.0,182206.0,141035,2014-09-01,2.0,2019-06-18,141035,137078;136631;102449,Hewens College;Swakeleys School for Girls;Oak Wood School,0;1065;1124,3;1;3,3.0,C1: type Studio schools,C1: type Studio schools,False
102427,Evelyns School,Hillingdon,Community school,Secondary,Mixed,Closed,Non-selective,Does not apply,506849.0,181375.0,102427,1677-09-21,,,,145121;137633;137078,Park Academy West London;Bishopshalt School;Hewens College,218;1263;1712,4;2;3,3.0,C1: closed 2004-08-31,C1: closed 2004-08-31 | C3: no grade in force on 2020-01-01,False
142887,Global Academy,Hillingdon,University technical college,Secondary,Mixed,Open,Non-selective,Does not apply,509263.0,179598.0,142887,2016-09-12,2.0,2019-06-10,142887,102451;137077;136329,Harlington School;Rosedale College;Guru Nanak Sikh Academy,1072;1700;2051,2;2;2,2.0,C1: type University technical college; opened 2016-09-12,C1: type University technical college; opened 2016-09-12 | C3: grade 2 not better than comparator median 2.0,False
136329,Guru Nanak Sikh Academy,Hillingdon,Academy converter,All-through,Mixed,Open,Non-selective,Sikh,511258.0,180073.0,136329 < 131928 < 131927 < 102459,1677-09-21,2.0,2014-07-02,136329,137729;101928;136522,Featherstone High School;Villiers High School;Cranford Community College,1298;1679;2409,1;1;1,1.0,"C2 (GIAS): Non-selective, religious character Sikh","C2 (GIAS): Non-selective, religious character Sikh | C3: grade 2 not better than comparator median 1.0",False
131928,Guru Nanak Sikh Voluntary Aided Secondary School,Hillingdon,Voluntary aided school,Secondary,Mixed,Closed,Non-selective,Sikh,511258.0,180073.0,131928 < 102459,1677-09-21,1.0,2008-04-23,131928,136329;137729;101928,Guru Nanak Sikh Academy;Featherstone High School;Villiers High School,0;1298;1679,2;1;1,1.0,C1: type Voluntary aided school; closed 2010-10-31,"C1: type Voluntary aided school; closed 2010-10-31 | C2 (GIAS): Non-selective, religious character Sikh | C3: grade 1 not better than comparator median 1.0",False
135004,Harefield School,Hillingdon,Academy sponsor led,Secondary,Mixed,Open,Non-selective,Does not apply,505830.0,190837.0,135004 < 102428,1677-09-21,3.0,2018-10-25,135004,139662;137914;136519,The Reach Free School;Saint Joan of Arc Catholic School;Haydon School,3676;3799;4301,2;2;1,2.0,C3: grade 3 not better than comparator median 2.0,C3: grade 3 not better than comparator median 2.0,False
102451,Harlington School,Hillingdon,Foundation school,Secondary,Mixed,Open,Non-selective,None,508630.0,178733.0,102451,1677-09-21,2.0,2015-02-23,102451,136522;137077;136329,Cranford Community College;Rosedale College;Guru Nanak Sikh Academy,2334;2595;2950,1;2;2,2.0,C3: grade 2 not better than comparator median 2.0,C3: grade 2 not better than comparator median 2.0,False
102441,Haydon School,Hillingdon,Foundation school,Secondary,Mixed,Closed,Non-selective,None,509962.0,189644.0,102441,1677-09-21,1.0,2007-06-26,102441,136519;137829;137407,Haydon School;Northwood School;Bishop Ramsey Church of England School,0;967;1815,1;1;1,1.0,C1: closed 2011-03-31,C1: closed 2011-03-31 | C3: grade 1 not better than comparator median 1.0,False
136519,Haydon School,Hillingdon,Academy converter,Secondary,Mixed,Open,Non-selective,None,509962.0,189644.0,136519 < 102441,1677-09-21,1.0,2007-06-26,102441,137829;137407;142864,Northwood School;Bishop Ramsey Church of England School;Pinner High School,967;1815;2527,1;1;1,1.0,C3: grade 1 not better than comparator median 1.0,C3: grade 1 not better than comparator median 1.0,False
140941,Heathrow Aviation Engineering UTC,Hillingdon,University technical college,Secondary,Mixed,Closed,Non-selective,None,510444.0,190562.0,140941,2014-09-01,3.0,2017-03-22,140941,137829;136519;137407,Northwood School;Haydon School;Bishop Ramsey Church of England School,70;1037;2700,1;1;1,1.0,C1: type University technical college; closed 2018-08-31,C1: type University technical college; closed 2018-08-31 | C3: grade 3 not better than comparator median 1.0,False
137078,Hewens College,Hillingdon,Academy converter,Secondary,Mixed,Open,Non-selective,None,508346.0,182206.0,137078 < 102447,1677-09-21,3.0,2019-05-08,137078,136631;102449;137077,Swakeleys School for Girls;Oak Wood School;Rosedale College,1065;1124;1177,1;3;2,2.0,C3: grade 3 not better than comparator median 2.0,C3: grade 3 not better than comparator median 2.0,False
102428,John Penrose School,Hillingdon,Community school,Secondary,Mixed,Closed,Non-selective,Does not apply,505694.0,190765.0,102428,1677-09-21,,,,135004;139662;137914,Harefield School;The Reach Free School;Saint Joan of Arc Catholic School,154;3655;3889,3;2;2,2.0,C1: closed 2005-08-31,C1: closed 2005-08-31 | C3: no grade in force on 2020-01-01,False
102447,Mellow Lane School,Hillingdon,Foundation school,Secondary,Mixed,Closed,Non-selective,None,508346.0,182206.0,102447,1677-09-21,,,,137078;136631;102449,Hewens College;Swakeleys School for Girls;Oak Wood School,0;1065;1124,3;1;3,3.0,C1: closed 2011-07-31,C1: closed 2011-07-31 | C3: no grade in force on 2020-01-01,False
102445,Northwood School,Hillingdon,Foundation school,Secondary,Mixed,Closed,Non-selective,None,510520.0,190656.0,102445,1677-09-21,,,,137829;136519;137407,Northwood School;Haydon School;Bishop Ramsey Church of England School,191;1156;2798,1;1;1,1.0,C1: closed 2012-01-31,C1: closed 2012-01-31 | C3: no grade in force on 2020-01-01,False
137829,Northwood School,Hillingdon,Academy converter,Secondary,Mixed,Open,Non-selective,None,510406.0,190503.0,137829 < 102445,1677-09-21,1.0,2018-11-05,137829,136519;137407;142864,Haydon School;Bishop Ramsey Church of England School;Pinner High School,967;2639;2939,1;1;1,1.0,C3: grade 1 not better than comparator median 1.0,C3: grade 1 not better than comparator median 1.0,False
102449,Oak Wood School,Hillingdon,Foundation school,Secondary,Mixed,Open,Non-selective,None,507810.0,183194.0,102449,1677-09-21,3.0,2018-12-13,102449,136631;137633;137078,Swakeleys School for Girls;Bishopshalt School;Hewens College,131;1034;1124,1;2;3,2.0,C3: grade 3 not better than comparator median 2.0,C3: grade 3 not better than comparator median 2.0,False
145121,Park Academy West London,Hillingdon,Academy sponsor led,Secondary,Mixed,Open,Non-selective,None,506879.0,181159.0,145121 < 134797 < 102427,1677-09-21,4.0,2015-09-07,134797,137633;137078;136768,Bishopshalt School;Hewens College;Uxbridge High School,1477;1802;2135,2;3;2,2.0,C3: grade 4 not better than comparator median 2.0,C3: grade 4 not better than comparator median 2.0,False
138368,Parkside Studio College,Hillingdon,Studio schools,Secondary,Mixed,Open,Non-selective,Does not apply,509087.0,181288.0,138368,2012-08-31,3.0,2019-11-26,138368,137077;137078;145121,Rosedale College;Hewens College;Park Academy West London,4;1180;2212,2;3;4,3.0,C1: type Studio schools,C1: type Studio schools | C3: grade 3 not better than comparator median 3.0,False
