urn,name,la_name,type,phase,gender,status,admissions_policy,religious_character,easting,northing,lineage,lineage_open_date,grade_2020,grade_2020_published,grade_2020_urn,comparator_urns,comparator_names,comparator_dist_m,comparator_grades,comparator_median,first_fail,all_fails,research_candidate
101245,Robert Clack School,Barking and Dagenham,Community school,All-through,Mixed,Open,Non-selective,Does not apply,549400.0,187065.0,101245,1677-09-21,2.0,2013-11-06,101245,101247;145944;101243,All Saints Catholic School and Technology College;St Edward's Church of England Academy;Eastbrook School,185;1113;1418,2;4;3,3.0,,,True
141683,The Sydney Russell School,Barking and Dagenham,Academy converter,All-through,Mixed,Open,Non-selective,Does not apply,547963.0,185474.0,141683 < 101246,1677-09-21,1.0,2013-06-10,101246,133561;140962;102858,Jo Richardson Community School;Goresbrook School;Mayfield School,1768;1797;1934,2;2;2,2.0,,,True
136308,Ashmole Academy,Barnet,Academy converter,Secondary,Mixed,Open,Non-selective,None,529324.0,194021.0,136308 < 101363,1677-09-21,1.0,2007-02-20,101363,139410;102056;142727,St Andrew the Apostle Greek Orthodox School;Laurel Park School;Southgate School,1492;1745;1959,2;2;2,2.0,,,True
137645,Hendon School,Barnet,Academy converter,Secondary,Mixed,Open,Non-selective,None,523568.0,188931.0,137645 < 101357,1677-09-21,1.0,2011-12-08,137645,103119;137539;137361,St Mary's and St John's CofE School;Hasmonean High School for Boys;Clarion,856;1223;1345,2;1;2,2.0,,,True
139594,The Archer Academy,Barnet,Free schools,Secondary,Mixed,Open,Non-selective,None,526880.0,189661.0,139594,2013-09-03,1.0,2019-06-18,139594,143082;137388;102156,Bishop Douglass School Finchley;Christ's College Finchley;Fortismere School,660;1211;1313,2;2;1,2.0,,,True
136418,The Compton School,Barnet,Academy converter,Secondary,Mixed,Open,Non-selective,Does not apply,527295.0,191678.0,136418 < 101352,1677-09-21,1.0,2018-02-26,136418,135507;101345;139410,Wren Academy Finchley;Friern Barnet School;St Andrew the Apostle Greek Orthodox School,491;916;1873,1;2;2,2.0,,,True
137965,Blackfen School for Girls,Bexley,Academy converter,Secondary,Girls,Open,Non-selective,Does not apply,546868.0,174297.0,137965 < 101465,1677-09-21,2.0,2011-12-15,101465,137368;135677;136720,Hurstmere School;Harris Academy Falconwood;Welling School,1146;1946;2158,3;2;3,3.0,,,True
135600,Ark Academy,Brent,Academy sponsor led,All-through,Mixed,Open,Non-selective,Does not apply,519303.0,186588.0,135600,2008-09-30,1.0,2011-02-12,135600,140862;139319;141019,Michaela Community School;Preston Manor School;Ark Elvin Academy,325;615;1649,1;2;2,2.0,,,True
136656,Claremont High School,Brent,Academy converter,Secondary,Mixed,Open,Non-selective,None,518305.0,188663.0,136656 < 101557,1677-09-21,1.0,2015-06-08,136656,142560;133724;137685,St Gregory's Catholic Science College;JFS;Kingsbury High School,759;963;1450,1;2;2,2.0,,,True
140862,Michaela Community School,Brent,Free schools,Secondary,Mixed,Open,Non-selective,None,519395.0,186276.0,140862,2014-09-01,1.0,2017-06-22,140862,135600;139319;141019,Ark Academy;Preston Manor School;Ark Elvin Academy,325;789;1424,1;2;2,2.0,,,True
138457,Wembley High Technology College,Brent,Academy converter,Secondary,Mixed,Open,Non-selective,None,517203.0,186265.0,138457 < 101550,1677-09-21,1.0,2008-10-15,101550,139319;141019;135600,Preston Manor School;Ark Elvin Academy;Ark Academy,1530;1807;2125,2;2;1,2.0,,,True
136709,Bullers Wood School,Bromley,Academy converter,Secondary,Girls,Open,Non-selective,None,542533.0,169755.0,136709 < 101666,1991-01-01,1.0,2011-06-24,136709,136464;136540;136467,Orion Coopers;The Ravensbourne School;Chislehurst School for Girls,1788;2519;3063,2;2;2,2.0,,,True
136467,Chislehurst School for Girls,Bromley,Academy converter,Secondary,Girls,Open,Non-selective,None,545368.0,170915.0,136467 < 101674,1677-09-21,2.0,2018-02-28,136467,136464;136281;138686,Orion Coopers;Kemnal Technology College;Cleeve Park School,1624;1641;2400,2;4;3,3.0,,,True
137121,Harris Academy Beckenham,Bromley,Academy sponsor led,Secondary,Mixed,Open,Non-selective,None,537430.0,168596.0,137121 < 101670,1677-09-21,1.0,2017-07-07,137121,136586;137006;142040,Langley Park School for Boys;Langley Park School for Girls;Orchard Park High School,1279;1389;2014,2;2;2,2.0,,,True
137379,Harris Girls Academy Bromley,Bromley,Academy converter,Secondary,Girls,Open,Non-selective,None,536308.0,170396.0,137379 < 101657,1677-09-21,1.0,2018-01-10,137379,100743;100745;137121,Sedgehill School;Forest Hill School;Harris Academy Beckenham,1455;1817;2121,3;3;1,3.0,,,True
136644,Hayes School,Bromley,Academy converter,Secondary,Mixed,Open,Non-selective,None,540620.0,165814.0,136644 < 101673,1677-09-21,1.0,2013-06-27,136644,136517;136466;136540,Ravens Wood School;Bishop Justus CofE School;The Ravensbourne School,1268;1882;2233,2;2;2,2.0,,,True
150055,Harris Academy Beulah Hill,Croydon,Academy converter,Secondary,Mixed,Open,,None,532610.0,170012.0,150055 < 135249 < 101812 < 139906 < 101805,1677-09-21,1.0,2010-06-03,135249,131280;100624;138221,Virgo Fidelis Convent Senior School;The Norwood School;St Joseph's College,877;1122;1181,2;2;2,2.0,,,True
135955,Harris Academy Purley,Croydon,Academy sponsor led,Secondary,Mixed,Open,Non-selective,Does not apply,531826.0,163259.0,135955 < 101809,1677-09-21,1.0,2012-01-11,135955,101821;101813;103009,Thomas More Catholic School;St Andrew's CofE School;The John Fisher School,1305;1825;1973,2;4;2,2.0,,,True
135249,Harris Academy South Norwood,Croydon,Academy sponsor led,Secondary,Mixed,Open,Non-selective,Does not apply,533991.0,168611.0,135249 < 101812 < 139906 < 101805,1677-09-21,1.0,2010-06-03,135249,135311;140209;135968,Harris City Academy Crystal Palace;Oasis Academy Arena;Oasis Academy Shirley Park,1225;1238;2152,1;3;2,2.0,,,True
135311,Harris City Academy Crystal Palace,Croydon,Academy sponsor led,Secondary,Mixed,Open,Non-selective,Does not apply,533846.0,169827.0,135311 < 101850,1991-01-23,1.0,2014-11-10,135311,135249;131280;100624,Harris Academy South Norwood;Virgo Fidelis Convent Senior School;The Norwood School,1225;1646;2040,1;2;2,2.0,,,True
140952,Harris Invictus Academy Croydon,Croydon,Free schools,Secondary,Mixed,Open,,None,532047.0,166294.0,140952,2014-09-01,1.0,2016-11-14,140952,101814;101813;101811,St Mary's Catholic High School;St Andrew's CofE School;Archbishop Tenison's CofE High School,416;1274;1958,2;4;2,2.0,,,True
138178,Riddlesdown Collegiate,Croydon,Academy converter,Secondary,Mixed,Open,Non-selective,None,533324.0,160251.0,138178 < 101818,1677-09-21,1.0,2016-06-13,138178,138928;101821;135955,Warlingham School;Thomas More Catholic School;Harris Academy Purley,1619;3034;3360,2;2;1,2.0,,,True
101941,The Ellen Wilkinson School for Girls,Ealing,Foundation school,Secondary,Girls,Open,Non-selective,None,518894.0,181164.0,101941,1677-09-21,1.0,2019-06-27,101941,137546;146318;142654,Twyford Church of England High School;Ark Acton Academy;Ealing Fields Church of England High School,1082;1364;2831,1;4;2,2.0,,,True
101928,Villiers High School,Ealing,Foundation school,Secondary,Mixed,Open,Non-selective,None,512936.0,180128.0,101928,1677-09-21,1.0,2019-06-19,101928,145348;137729;136329,Dormers Wells High School;Featherstone High School;Guru Nanak Sikh Academy,1138;1386;1679,2;1;2,2.0,,,True
139815,Ark John Keats Academy,Enfield,Free schools,All-through,Mixed,Open,Non-selective,None,535878.0,198180.0,139815,2013-09-01,1.0,2015-06-19,139815,134311;102058;102052,Oasis Academy Enfield;St Ignatius College;Bishop Stopford's School,1225;1529;1558,2;2;2,2.0,,,True
102048,Enfield County School for Girls,Enfield,Community school,Secondary,Girls,Open,Non-selective,Does not apply,532660.0,196786.0,102048,1677-09-21,1.0,2012-10-25,102048,137094;102049;136327,Enfield Grammar School;Chace Community School;Kingsmead School,140;874;1600,2;3;2,2.0,,,True
132256,Highlands School,Enfield,Community school,Secondary,Mixed,Open,Non-selective,Does not apply,530985.0,196131.0,132256,2000-09-01,1.0,2014-03-28,132256,137094;102048;142727,Enfield Grammar School;Enfield County School for Girls;Southgate School,1792;1799;2262,2;1;2,2.0,,,True
138449,Harris Academy Greenwich,Greenwich,Academy sponsor led,Secondary,Mixed,Open,Non-selective,None,541806.0,174461.0,138449 < 100188,1677-09-21,1.0,2014-12-06,138449,100182;141716;100190,Eltham Hill School;St Thomas More Catholic Comprehensive School;Thomas Tallis School,446;1576;1740,2;1;2,2.0,,,True
100190,Thomas Tallis School,Greenwich,Community school,Secondary,Mixed,Open,Non-selective,Does not apply,540856.0,175919.0,100190,1677-09-21,2.0,2019-02-03,100190,145315;142608;100749,"Leigh Academy Halley;International Academy of Greenwich;Trinity Church of England School, Lewisham",1139;1284;1685,3;3;2,3.0,,,True
134693,Mossbourne Community Academy,Hackney,Academy sponsor led,Secondary,Mixed,Open,Non-selective,Does not apply,534509.0,185417.0,134693,2004-09-01,1.0,2010-02-03,134693,131062;137442;100284,The Excelsior Academy;Clapton Girls' Academy;The Urswick School - A Church of England Secondary School,721;737;949,2;1;2,2.0,,,True
135835,"The City Academy, Hackney",Hackney,Academy sponsor led,Secondary,Mixed,Open,Non-selective,Does not apply,535413.0,185117.0,135835,2009-09-01,1.0,2012-02-10,135835,100285;100284;137442,Cardinal Pole Catholic School;The Urswick School - A Church of England Secondary School;Clapton Girls' Academy,200;607;713,2;2;1,2.0,,,True
139365,Fulham Cross Girls' School and Language College,Hammersmith and Fulham,Academy converter,Secondary,Girls,Open,Non-selective,Does not apply,524106.0,177335.0,139365 < 100360,1677-09-21,1.0,2010-03-05,100360,139364;141135;138607,Fulham Cross Academy;The Fulham Boys School;Lady Margaret School,405;1012;1286,2;2;1,2.0,,,True
137531,Alexandra Park School,Haringey,Academy converter,Secondary,Mixed,Open,Non-selective,Does not apply,529125.0,190891.0,137531 < 131758,1999-09-01,1.0,2011-12-07,137531,139616;102156;102056,Heartlands High School;Fortismere School;Laurel Park School,1300;1412;1676,2;1;2,2.0,,,True
102157,Gladesmore Community School,Haringey,Community school,Secondary,Mixed,Open,Non-selective,Does not apply,534098.0,188572.0,102157,1677-09-21,1.0,2014-01-30,102157,133599;100282;145609,Yesodey Hatorah Senior Girls School;All Saints Catholic High School;Lubavitch House School (Senior Girls),745;904;1004,4;2;2,2.0,,,True
137178,Bentley Wood High School,Harrow,Academy converter,Secondary,Girls,Open,Non-selective,Does not apply,515553.0,192260.0,137178 < 102241,1677-09-21,1.0,2012-06-01,137178,138458;146245;137204,Salvatorian Roman Catholic College;The Sacred Heart Language College;Hatch End High School,1985;1999;2065,2;1;2,2.0,,,True
137075,Park High School,Harrow,Academy converter,Secondary,Mixed,Open,Non-selective,Does not apply,517685.0,190370.0,137075 < 102236,1677-09-21,1.0,2013-06-10,137075,138227;137199;142560,Avanti House School;Canons High School;St Gregory's Catholic Science College,942;1024;1811,2;3;1,2.0,,,True
141071,Whitefriars School,Harrow,Academy converter,All-through,Mixed,Open,Not applicable,Does not apply,515030.0,190087.0,141071 < 102184,1677-09-21,1.0,2018-06-13,141071,138458;146245;137204,Salvatorian Roman Catholic College;The Sacred Heart Language College;Hatch End High School,254;356;1411,2;1;2,2.0,,,True
102239,Whitmore High School,Harrow,Community school,Secondary,Mixed,Open,Non-selective,Does not apply,514224.0,187316.0,102239,1677-09-21,1.0,2015-03-30,102239,137198;137177;137028,Rooks Heath School;Harrow High School;Nower Hill High School,1774;1920;2122,2;2;1,2.0,,,True
137197,Hall Mead School,Havering,Academy converter,Secondary,Mixed,Open,Non-selective,None,556865.0,187459.0,137197 < 102337,1677-09-21,1.0,2013-03-04,137197,136600;137414;137233,The Coopers' Company and Coborn School;Emerson Park Academy;Sacred Heart of Mary Girls' School,888;1419;1505,2;2;1,2.0,,,True
143428,Harris Academy Rainham,Havering,Academy sponsor led,Secondary,Mixed,Open,,None,553088.0,181919.0,143428 < 140300 < 102342,1677-09-21,2.0,2019-06-16,143428,136576;135960;146309,The Brittons Academy;Ormiston Park Academy;Sanders Draper,2596;3633;3887,4;2;3,3.0,,,True
136711,Queensmead School,Hillingdon,Academy converter,Secondary,Mixed,Open,Non-selective,None,511763.0,185530.0,136711 < 102443,1677-09-21,1.0,2008-03-19,102443,101943;137198;140748,Islip Manor High School;Rooks Heath School;Ruislip High School,1078;1311;1525,2;2;1,2.0,,,True
137077,Rosedale College,Hillingdon,Academy converter,Secondary,Mixed,Open,Non-selective,None,509083.0,181288.0,137077 < 102446,1677-09-21,2.0,2012-12-12,137077,137078;145121;136631,Hewens College;Park Academy West London;Swakeleys School for Girls,1177;2208;2219,3;4;1,3.0,,,True
136631,Swakeleys School for Girls,Hillingdon,Academy converter,Secondary,Girls,Open,Non-selective,None,507941.0,183191.0,136631 < 102450,1677-09-21,1.0,2013-11-28,136631,102449;137078;137633,Oak Wood School;Hewens College;Bishopshalt School,131;1065;1145,3;3;2,3.0,,,True
137635,Vyners School,Hillingdon,Academy converter,Secondary,Mixed,Open,Non-selective,None,506711.0,185521.0,137635 < 102442,1677-09-21,1.0,2019-06-05,137635,137925;136768;102449,The Douay Martyrs Catholic School;Uxbridge High School;Oak Wood School,1218;2506;2573,2;2;3,2.0,,,True
136522,Cranford Community College,Hounslow,Academy converter,Secondary,Mixed,Open,Non-selective,None,510734.0,177722.0,136522 < 102540,1677-09-21,1.0,2012-11-08,136522,137729;102451;136329,Featherstone High School;Harlington School;Guru Nanak Sikh Academy,1879;2334;2409,1;2;2,2.0,,,True
136341,Lampton Academy,Hounslow,Academy converter,Secondary,Mixed,Open,Non-selective,None,513439.0,176624.0,136341 < 102538,1677-09-21,1.0,2013-06-12,136341,138924;139276;137995,Heston Community School;Lift Kingsley;St Mark's Catholic School,753;946;1078,2;2;1,2.0,,,True
138266,Reach Academy Feltham,Hounslow,Free schools,All-through,Mixed,Open,Non-selective,None,510488.0,172771.0,138266,2012-09-01,1.0,2014-04-24,138266,137618;137009;102539,Springwest Academy;Rivers Academy West London;The Heathland School,737;1262;2952,2;2;1,2.0,,,True
102539,The Heathland School,Hounslow,Community school,Secondary,Mixed,Open,Non-selective,Does not apply,512912.0,174456.0,102539,1677-09-21,1.0,2013-06-29,102539,141963;137995;143420,Turing House School;St Mark's Catholic School;Twickenham School,1000;1183;1754,2;1;3,2.0,,,True
100457,Elizabeth Garrett Anderson School,Islington,Community school,Secondary,Girls,Open,Non-selective,Does not apply,531007.0,183248.0,100457,1677-09-21,1.0,2015-01-15,100457,135587;100055;100051,City of London Academy Islington;Maria Fidelis Catholic School FCJ;Regent High School,1103;1416;1456,1;2;2,2.0,,,True
100455,Highbury Fields School,Islington,Community school,Secondary,Girls,Open,Non-selective,Does not apply,531721.0,185476.0,100455,1677-09-21,1.0,2016-11-10,100455,144962;134314;100279,City of London Academy Highbury Grove;St Mary Magdalene Academy;Stoke Newington School and Sixth Form,415;836;1302,4;2;2,2.0,,,True
140212,Kensington Aldridge Academy,Kensington and Chelsea,Academy sponsor led,Secondary,Mixed,Open,Non-selective,None,523920.0,180986.0,140212,2014-09-01,1.0,2018-01-22,140212,100503;131752;141931,All Saints Catholic College;Ark Burlington Danes Academy;The Cardinal Vaughan Memorial RC School,665;1115;1179,2;3;1,2.0,,,True
137848,Coombe Girls' School,Kingston upon Thames,Academy converter,Secondary,Girls,Open,Non-selective,Does not apply,520889.0,169344.0,137848 < 102598,1677-09-21,1.0,2013-06-10,137848,138459;102674;137859,The Holy Cross School;Raynes Park High School;Coombe Boys' School,1375;1843;1999,1;2;2,2.0,,,True
137060,Tolworth Girls' School and Sixth Form,Kingston upon Thames,Academy converter,Secondary,Girls,Open,Non-selective,None,518716.0,165335.0,137060 < 102603,1677-09-21,1.0,2017-11-01,137060,137917;137595;102599,Southborough High School;Epsom and Ewell High School;Chessington School,446;1993;2219,2;2;2,2.0,,,True
137093,Dunraven School,Lambeth,Academy converter,All-through,Mixed,Open,Non-selective,None,530821.0,172106.0,137093 < 100639,1677-09-21,1.0,2014-11-10,137093,100638;137954;144309,Bishop Thomas Grant Catholic Secondary School;City Heights E-ACT Academy;The Elmgreen School,879;1120;1257,1;2;2,2.0,,,True
136450,Platanos College,Lambeth,Academy converter,Secondary,Mixed,Open,Non-selective,None,530664.0,176665.0,136450 < 100626,1677-09-21,1.0,2015-01-12,136450,145857;100627;100625,Archbishop Tenison's School;Saint Gabriel's College;Lilian Baylis Technology School,999;1246;1377,4;2;1,2.0,,,True
135070,Haberdashers' Knights Academy,Lewisham,Academy sponsor led,Secondary,Mixed,Open,Non-selective,Does not apply,540266.0,171826.0,135070 < 100744 < 100698,1677-09-21,2.0,2017-07-21,135070,100752;100742;100743,Bonus Pastor Catholic College;Conisborough College;Sedgehill School,1259;1992;2797,1;3;3,3.0,,,True
150319,Prendergast School,Lewisham,Academy converter,Secondary,Girls,Open,Non-selective,None,537237.0,175236.0,150319 < 100750,1900-01-01,1.0,2013-11-28,100750,135843;100747;135073,Prendergast Vale School;Prendergast Ladywell School;Haberdashers' Hatcham College,832;1091;1532,2;2;2,2.0,,,True
131897,Harris Academy Merton,Merton,Academy sponsor led,Secondary,Mixed,Open,Non-selective,Does not apply,529866.0,168628.0,131897 < 102678,1677-09-21,1.0,2012-10-18,131897,100590;141210;134003,Woodmansterne School;The Archbishop Lanfranc Academy;St Mark's Church of England Academy,1206;1211;1470,2;2;2,2.0,,,True
138495,Harris Academy Morden,Merton,Academy sponsor led,Secondary,Mixed,Open,Non-selective,None,526739.0,167418.0,138495 < 131786,1999-09-01,1.0,2018-09-10,138495,136799;136800;136914,Carshalton Boys Sports College;Greenshaw High School;Glenthorne High School,1593;1710;1899,2;2;1,2.0,,,True
102673,Ricards Lodge High School,Merton,Community school,Secondary,Girls,Open,Non-selective,Does not apply,524833.0,171489.0,102673,1677-09-21,1.0,2017-12-12,102673,102681;102683;138682,Wimbledon College;Ursuline High School Wimbledon;Southfields Academy,1516;1924;1935,2;1;2,2.0,,,True
102679,Rutlish School,Merton,Voluntary controlled school,Secondary,Boys,Open,Non-selective,None,524743.0,169223.0,102679,1677-09-21,1.0,2017-06-19,102679,102683;102681;102674,Ursuline High School Wimbledon;Wimbledon College;Raynes Park High School,1282;1542;2249,1;2;2,2.0,,,True
136669,Brampton Manor Academy,Newham,Academy converter,Secondary,Mixed,Open,Non-selective,Does not apply,541769.0,182383.0,136669 < 102781,1677-09-21,1.0,2018-03-15,136669,145113;132058;145410,Cumberland Community School;Kingsford Community School;Royal Docks Academy,552;1309;1392,3;2;3,3.0,,,True
143274,Forest Gate Community School,Newham,Academy converter,Secondary,Mixed,Open,Non-selective,Does not apply,540379.0,185369.0,143274 < 102775,1677-09-21,1.0,2016-03-18,102775,102786;136978;103080,St Angela's Ursuline School;Stratford School Academy;Buxton School,916;973;1014,1;2;2,2.0,,,True
139703,Harris Academy Chobham,Newham,Academy sponsor led,All-through,Mixed,Open,Non-selective,Does not apply,538285.0,185196.0,139703,2013-09-01,1.0,2015-07-10,139703,142644;138196;103080,Sarah Bonnell School;Oasis School 21;Buxton School,1191;1386;1735,2;1;2,2.0,,,True
132058,Kingsford Community School,Newham,Community school,Secondary,Mixed,Open,Non-selective,Does not apply,542700.0,181463.0,132058,2000-08-31,2.0,2013-03-22,132058,136669;145410;145113,Brampton Manor Academy;Royal Docks Academy;Cumberland Community School,1309;1448;1612,1;3;3,3.0,,,True
102776,Little Ilford School,Newham,Community school,Secondary,Mixed,Open,Non-selective,Does not apply,542764.0,185163.0,102776,1677-09-21,1.0,2012-10-25,102776,102782;140373;137418,Plashet School;Langdon Academy;The Ursuline Academy Ilford,1022;1860;1892,1;2;2,2.0,,,True
141082,Oasis Academy Silvertown,Newham,Free schools,Secondary,Mixed,Open,Non-selective,None,540700.0,180318.0,141082,2014-09-01,2.0,2017-06-30,141082,145410;102777;143927,Royal Docks Academy;Rokeby School;Royal Greenwich Trust School,966;1744;1852,3;2;3,3.0,,,True
138196,Oasis School 21,Newham,Free schools,All-through,Mixed,Open,Non-selective,None,539083.0,184063.0,138196,2012-09-01,1.0,2014-07-18,138196,142644;136978;139703,Sarah Bonnell School;Stratford School Academy;Harris Academy Chobham,647;1385;1386,2;2;1,2.0,,,True
148901,Rokeby School,Newham,Academy converter,Secondary,Boys,Open,Non-selective,Does not apply,539951.0,181893.0,148901 < 102777,1900-01-01,2.0,2013-12-06,102777,102784;145113;145410,Eastlea Community School;Cumberland Community School;Royal Docks Academy,668;1336;1585,3;3;3,3.0,,,True
140575,Beal High School,Redbridge,Academy converter,Secondary,Mixed,Open,Non-selective,Does not apply,542242.0,189440.0,140575 < 102855,1677-09-21,1.0,2012-04-23,102855,102849;102851;102857,Caterham High School;Wanstead High School;Valentines High School,1100;1558;1660,3;2;1,2.0,,,True
136267,Chadwell Heath Academy,Redbridge,Academy converter,Secondary,Mixed,Open,Non-selective,None,546883.0,188007.0,136267 < 102863,1677-09-21,1.0,2008-04-28,102863,102858;142896;141178,Mayfield School;Atam Academy;The Warren School,835;989;1705,2;1;2,2.0,,,True
140475,Loxford School,Redbridge,Academy converter,All-through,Mixed,Open,Non-selective,Does not apply,544939.0,185448.0,140475 < 102853,1677-09-21,1.0,2013-05-03,102853,101244;101241;138518,"Eastbury Community School;Barking Abbey School, A Specialist Sports and Humanities College;Ark Isaac Newton Academy",766;1142;1356,2;2;1,2.0,,,True
102856,Seven Kings School,Redbridge,Community school,All-through,Mixed,Open,Non-selective,Does not apply,544664.0,187577.0,102856,1677-09-21,1.0,2018-10-17,102856,137088;138518;133405,The Palmer Catholic Academy;Ark Isaac Newton Academy;Oaks Park High School,762;902;1175,2;1;2,2.0,,,True
138461,Waldegrave School,Richmond upon Thames,Academy converter,Secondary,Mixed,Open,Non-selective,Does not apply,514710.0,172450.0,138461 < 102928,1996-11-11,1.0,2018-10-24,138461,143420;139121;141963,Twickenham School;St Richard Reynolds Catholic High School;Turing House School,1009;1489;1701,3;1;2,2.0,,,True
131747,Harris Academy Bermondsey,Southwark,Academy sponsor led,Secondary,Girls,Open,Non-selective,Does not apply,534017.0,178910.0,131747 < 100842,1677-09-21,1.0,2015-04-21,131747,134222;139587;138961,City of London Academy (Southwark);The Charter School Bermondsey;St Michael's Catholic College,591;691;827,2;2;1,2.0,,,True
136309,Kingsdale Foundation School,Southwark,Academy converter,Secondary,Mixed,Open,Non-selective,None,533216.0,172108.0,136309 < 100844,1677-09-21,1.0,2017-07-12,136309,131280;100624;144309,Virgo Fidelis Convent Senior School;The Norwood School;The Elmgreen School,1371;1439;1482,2;2;2,2.0,,,True
136298,The Charter School North Dulwich,Southwark,Academy converter,Secondary,Mixed,Open,Non-selective,None,532849.0,174779.0,136298 < 131812 < 100845,1677-09-21,1.0,2009-11-24,131812,142178;135389;135816,The Charter School East Dulwich;Ark Evelyn Grace Academy;Harris Boys' Academy East Dulwich,685;1139;1670,2;2;1,2.0,,,True
136785,Cheam High School,Sutton,Academy converter,Secondary,Mixed,Open,Non-selective,None,524151.0,164535.0,136785 < 103010,1677-09-21,1.0,2015-03-09,136785,136914;136756;136800,Glenthorne High School;Overton Grange School;Greenshaw High School,2014;2183;2673,1;2;2,2.0,,,True
136914,Glenthorne High School,Sutton,Academy converter,Secondary,Mixed,Open,Non-selective,None,525279.0,166203.0,136914 < 103002,1677-09-21,1.0,2012-08-03,136914,136800;136799;138495,Greenshaw High School;Carshalton Boys Sports College;Harris Academy Morden,1358;1871;1899,2;2;1,2.0,,,True
100967,Morpeth School,Tower Hamlets,Community school,Secondary,Mixed,Open,Non-selective,Does not apply,535529.0,182654.0,100967,1677-09-21,1.0,2013-06-06,100967,100979;144700;100972,Raine's Foundation School;Mulberry Stepney Green Mathematics and Computing College;Oaklands School,819;975;1017,3;2;2,2.0,,,True
137789,Mulberry Academy Shoreditch,Tower Hamlets,Academy converter,Secondary,Mixed,Open,Non-selective,Does not apply,534008.0,182708.0,137789 < 100971,1677-09-21,1.0,2013-01-14,137789,100972;100277;100979,Oaklands School;Haggerston School;Raine's Foundation School,585;586;839,2;2;3,2.0,,,True
143629,Mulberry School for Girls,Tower Hamlets,Academy converter,Secondary,Girls,Open,Non-selective,Does not apply,534736.0,181259.0,143629 < 100968,1677-09-21,1.0,2013-09-06,100968,138202;141133;100978,Wapping High School;London Enterprise Academy;Bishop Challoner Catholic School,126;355;597,2;4;1,2.0,,,True
143379,St Paul's Way Trust School,Tower Hamlets,Academy converter,All-through,Mixed,Open,Non-selective,None,537149.0,181815.0,143379 < 100970,1677-09-21,1.0,2013-04-22,100970,100966;100975;100965,Langdon Park Community School;Central Foundation Girls' School;Bow School,939;1013;1182,2;2;2,2.0,,,True
100973,Swanlea School,Tower Hamlets,Community school,Secondary,Mixed,Open,Non-selective,Does not apply,534690.0,181987.0,100973,1677-09-21,1.0,2013-09-03,100973,138202;141133;143629,Wapping High School;London Enterprise Academy;Mulberry School for Girls,646;704;729,2;4;1,2.0,,,True
103103,Walthamstow School for Girls,Waltham Forest,Community school,Secondary,Girls,Open,Non-selective,Does not apply,537693.0,189250.0,103103,1677-09-21,1.0,2018-07-20,103103,103106;103094;103105,Holy Family Catholic School;Frederick Bremer School;Kelmscott School,666;1257;1472,2;2;2,2.0,,,True
135316,Ashcroft Technology Academy,Wandsworth,Academy sponsor led,Secondary,Mixed,Open,Non-selective,Does not apply,524639.0,174575.0,135316 < 101092,1992-01-21,1.0,2015-03-02,135316,141808;138681;138682,Saint Cecilia's Church of England School;Ark Putney Academy;Southfields Academy,1065;1270;1444,2;2;2,2.0,,,True
137005,Graveney School,Wandsworth,Academy converter,Secondary,Mixed,Open,Non-selective,None,528592.0,170936.0,137005 < 101058,1677-09-21,1.0,2015-04-21,137005,100590;134003;101053,Woodmansterne School;St Mark's Church of England Academy;Ernest Bevin College,1602;1849;1987,2;2;3,2.0,,,True
140985,Harris Academy Battersea,Wandsworth,Academy sponsor led,Secondary,Mixed,Open,,Does not apply,527924.0,176527.0,140985 < 101055,1677-09-21,1.0,2018-03-12,140985,135762;135531;138267,Saint John Bosco College;Chelsea Academy;Ark Bolingbroke Academy,894;1715;2001,2;1;2,2.0,,,True
101247,All Saints Catholic School and Technology College,Barking and Dagenham,Voluntary aided school,Secondary,Mixed,Open,Non-selective,Roman Catholic,549215.0,187064.0,101247,1677-09-21,2.0,2013-12-03,101247,101245;145944;101243,Robert Clack School;St Edward's Church of England Academy;Eastbrook School,185;1128;1518,2;4;3,3.0,C1: type Voluntary aided school,"C1: type Voluntary aided school | C2 (GIAS): Non-selective, religious character Roman Catholic",False
101241,"Barking Abbey School, A Specialist Sports and Humanities College",Barking and Dagenham,Community school,Secondary,Mixed,Open,Non-selective,Does not apply,545828.0,184731.0,101241,1677-09-21,2.0,2012-10-18,101241,101244;140475;142908,Eastbury Community School;Loxford School;Greatfields School,781;1142;1602,2;1;2,2.0,C3: grade 2 not better than comparator median 2.0,C3: grade 2 not better than comparator median 2.0,False
136940,Barking Riverside School,Barking and Dagenham,Foundation school,Secondary,Mixed,Closed,Non-selective,None,546387.0,182288.0,136940,2012-09-01,,,,139791;133561;141163,Riverside School;Jo Richardson Community School;Woolwich Polytechnic School,676;1887;1892,2;2;2,2.0,C1: closed 2013-09-01,C1: closed 2013-09-01 | C3: no grade in force on 2020-01-01,False
126722,Bishop Ward School,Barking and Dagenham,Voluntary aided school,Secondary,Boys,Closed,Non-selective,None,549215.0,187064.0,126722,1677-09-21,,,,101247;101245;145944,All Saints Catholic School and Technology College;Robert Clack School;St Edward's Church of England Academy,0;185;1128,2;2;4,2.0,C1: type Voluntary aided school; closed 1989-08-31,C1: type Voluntary aided school; closed 1989-08-31 | C3: no grade in force on 2020-01-01,False
